Time,Solar_Power_kW,Wind_Power_kW,Load_Demand_kW,Battery_SOC_percent,Voltage_V,Current_A,Temperature_C,Power_Imbalance,Fault_Label
1/7/2025 11:30,2.05,1.72,2.63,67.7,226,9.1,37.6,1.15,1
1/7/2025 11:45,2.33,1.48,4.32,80.5,230.2,12.68,29.7,-0.51,0
1/7/2025 12:00,1.29,0.84,3.52,87.8,225.5,12.02,38.8,-1.39,1
1/7/2025 12:15,2.39,1.52,1.83,70.7,229.1,6.2,33.4,2.07,1
1/7/2025 12:30,3.02,1.69,4.2,69.2,236,12.97,32.9,0.51,0
1/7/2025 12:45,5,0.76,4.21,88.3,232.2,10.71,27.5,1.55,1
1/7/2025 13:00,1.96,0.97,4.37,81.9,232.6,13.41,30.9,-1.43,1
1/7/2025 13:15,3.35,1.99,0.53,69.8,230,5,33,4.81,1
1/7/2025 13:30,4.2,0,3.75,92.8,225.9,11.85,35.2,0.45,0
1/7/2025 13:45,2.1,1.45,3.67,60.5,230.7,9.37,29.7,-0.11,0
1/7/2025 14:00,2.1,2.24,4.01,68,233.4,10,32.6,0.33,0
1/7/2025 14:15,2,0.39,4.03,84.3,227.6,10.85,31.5,-1.64,1
1/7/2025 14:30,1.85,1.38,2.6,75.8,229.1,9.2,35.2,0.63,0
1/7/2025 14:45,1.86,0.93,3.43,64.7,227.5,10.41,28.9,-0.64,0
1/7/2025 15:00,2.94,1.49,4.65,92,230.6,13.25,22.7,-0.22,0
1/7/2025 15:15,2.77,1.95,3.19,68.6,232.5,7.13,38.3,1.53,1
1/7/2025 15:30,1.59,1.48,4.03,60.9,226.5,11.1,33.8,-0.95,0
1/7/2025 15:45,1.79,1.66,2.35,87.9,232.3,5.4,36.7,1.1,1
1/7/2025 16:00,3.77,1.29,4.06,77.5,230.4,12.17,36,1,0
1/7/2025 16:15,2.03,1.6,3.12,82.2,230.2,9.5,25.7,0.51,0
1/7/2025 16:30,3.77,1.58,1.5,89.2,225.6,5,27.5,3.85,1
1/7/2025 16:45,0.97,1.85,4.32,55.7,222.6,13.41,32.5,-1.5,1
1/7/2025 17:00,3.65,0.84,4.01,85.7,229.3,11.13,33.7,0.48,0
1/7/2025 17:15,3.19,0.38,4.64,70.9,232.9,13.72,27.8,-1.06,1
1/7/2025 17:30,3.39,0.14,2.29,78.3,226.6,7.57,34.2,1.24,1
1/7/2025 17:45,2.63,1.66,3.73,69.2,234,11.95,33.3,0.56,0
1/7/2025 18:00,4.43,2.19,4.25,78.5,226,13.31,28.1,2.37,1
1/7/2025 18:15,2.94,2.11,3,67.2,233.5,8.62,34,2.05,1
1/7/2025 18:30,3.02,0.55,4.18,91.1,230.3,14.04,36.7,-0.6,0
1/7/2025 18:45,2.51,1.32,1.9,84.5,230.1,5.93,34.3,1.94,1
1/7/2025 19:00,4.24,1.01,2.63,62.5,233.1,7.1,35.8,2.63,1
1/7/2025 19:15,1.64,2.82,2.21,55,227.7,5.71,27.4,2.25,1
1/7/2025 19:30,2.31,1.92,0.5,75.7,237.2,5,28.3,3.72,1
1/7/2025 19:45,0.82,1.27,4.34,70.1,231.6,11.42,24.8,-2.25,1
1/7/2025 20:00,3.57,2.07,1.87,72.1,228.1,5.18,27,3.78,1
1/7/2025 20:15,3.01,1.44,3.16,72.6,234.3,9.26,41.5,1.29,1
1/7/2025 20:30,0.4,0,2.7,55.6,230.6,8.11,28.8,-2.3,1
1/7/2025 20:45,2.63,0.86,2.23,82.9,228.6,6.14,27.5,1.27,1
1/7/2025 21:00,2.48,0.99,4.71,86.4,225.5,14.93,33.7,-1.25,1
1/7/2025 21:15,3.18,1.7,2.59,54.8,230,8.42,29.9,2.29,1
1/7/2025 21:30,3.15,1.39,2.88,81.4,230,8.15,33.1,1.66,1
1/7/2025 21:45,2.57,1.62,3.65,76.7,228.7,9.98,37.6,0.55,0
1/7/2025 22:00,2.51,2.78,3.56,69,236.7,10.26,33.2,1.73,1
1/7/2025 22:15,2.76,0.67,2.78,90.1,228.8,8.34,31.1,0.65,0
1/7/2025 22:30,2.93,0.96,3.66,88.2,236.3,11.18,37.3,0.23,0
1/7/2025 22:45,1.1,0.29,3.59,77.1,230.1,10.94,38.1,-2.21,1
1/7/2025 23:00,3.47,1.07,2.54,87,232.2,8.89,32.2,2,1
1/7/2025 23:15,3.5,1.15,3.72,83.5,229.4,10.67,37,0.93,0
1/7/2025 23:30,1.7,1.88,4.48,80.3,231.1,12.3,39.1,-0.9,0
1/7/2025 23:45,1.16,2.04,1.63,90.7,233.6,5,29.9,1.57,1
1/8/2025 0:00,3.42,2.17,2.23,78.6,229.7,6.87,29,3.36,1
1/8/2025 0:15,1.96,0.86,1.4,84.9,226.3,5,35.5,1.42,1
1/8/2025 0:30,2.08,1.31,2.71,87.3,225.8,8.71,37.1,0.68,0
1/8/2025 0:45,2.93,1.59,3.18,84.5,232.5,9.43,34.1,1.34,1
1/8/2025 1:00,2.92,0.87,3.4,81,229.4,11.54,28.2,0.39,0
1/8/2025 1:15,0,1.72,3.09,64.6,230.1,9.4,36.7,-1.37,1
1/8/2025 1:30,1.21,0.36,2.96,64.1,232.3,8.25,31.3,-1.39,1
1/8/2025 1:45,1.9,1.04,5.5,70.5,235.8,16.61,32.1,-2.55,1
1/8/2025 2:00,4.02,0.92,2.47,77.7,229.5,6.82,35.9,2.46,1
1/8/2025 2:15,1.29,2.47,4.91,82.9,235.4,14.97,31.2,-1.16,1
1/8/2025 2:30,2.63,1.07,4.69,73.9,224,14,33,-0.99,0
1/8/2025 2:45,4.25,2.3,3.85,81.1,231.3,12.1,29.2,2.69,1
1/8/2025 3:00,3.09,1.83,4.79,76.3,231.7,12.97,34.8,0.13,0
1/8/2025 3:15,2.77,1.16,3.02,86.4,227,8.19,31.9,0.92,0
1/8/2025 3:30,1.63,1.41,4.11,67.9,235.1,9.64,35.7,-1.07,1
1/8/2025 3:45,3.69,2.02,4.6,74.2,230,12.77,33.3,1.12,1
1/8/2025 4:00,0.8,1.01,4.52,81.7,233.7,13.85,33.7,-2.71,1
1/8/2025 4:15,0.82,0.18,3.56,68.8,226.5,10.93,34.8,-2.56,1
1/8/2025 4:30,1.63,2.03,2.9,73.6,228.2,8.89,27.9,0.76,0
1/8/2025 4:45,2.6,0,2.8,75.3,235.3,7.66,27.2,-0.2,0
1/8/2025 5:00,2.64,0.92,1.26,75.8,228.7,5,34.5,2.3,1
1/8/2025 5:15,2.04,2.17,2.8,85.5,231.1,6.91,33.2,1.41,1
1/8/2025 5:30,1.39,2.37,4.62,84.5,229.3,14.67,39,-0.86,0
1/8/2025 5:45,2.42,2.88,6.31,71.4,229.3,19.2,31.6,-1.02,1
1/8/2025 6:00,2.53,2.37,4.24,50.8,231.2,14.43,28.6,0.66,0
1/8/2025 6:15,3.72,0.74,3.22,84.3,230.1,10.98,33.4,1.25,1
1/8/2025 6:30,1.86,1.87,1.96,86.8,235.4,5,37.5,1.77,1
1/8/2025 6:45,3.06,1.89,2.4,95.1,228.5,5.93,33.4,2.55,1
1/8/2025 7:00,4.36,2.06,3.91,78.6,228.2,10.73,31.2,2.51,1
1/8/2025 7:15,2.82,0.21,1.94,83.9,235.6,5,29.5,1.1,1
1/8/2025 7:30,1.5,0.72,3.87,76.7,227.4,12.31,36,-1.65,1
1/8/2025 7:45,1.23,1.64,2.1,63.8,231.8,6.94,27.9,0.78,0
1/8/2025 8:00,1.91,2.1,2.39,84.3,230.6,7,44.6,1.61,1
1/8/2025 8:15,2.43,1.58,3.71,61.3,230.5,10.34,27.7,0.3,0
1/8/2025 8:30,2.74,2.89,3.61,74.5,223.7,11.89,33.8,2.02,1
1/8/2025 8:45,2.17,1.12,3.7,75.7,233.1,11.6,35.4,-0.4,0
1/8/2025 9:00,2.09,0.57,2.67,85.1,229.9,6.27,34.6,-0.01,0
1/8/2025 9:15,0.95,0.73,4.82,59.4,225.2,15.57,36.7,-3.14,1
1/8/2025 9:30,2.4,1.42,3.54,83.2,236.6,9.85,28.8,0.29,0
1/8/2025 9:45,2.5,2.37,2.49,53,226.9,6.56,34.8,2.37,1
1/8/2025 10:00,3.18,2.53,3.67,75.6,235.1,9.01,28.2,2.05,1
1/8/2025 10:15,2,2.17,2.31,83.4,233.5,7.96,30.4,1.86,1
1/8/2025 10:30,2.81,2.01,4.34,71,233.3,12.85,29.9,0.48,0
1/8/2025 10:45,2.46,1.31,2.33,73.7,235.1,6.72,33.9,1.43,1
1/8/2025 11:00,2.38,1.32,2.26,73.4,232.5,7.53,29.3,1.44,1
1/8/2025 11:15,3.44,0.79,2.8,71,228.5,6.9,34.1,1.44,1
1/8/2025 11:30,2.15,1.83,3.67,91.4,235.2,10.62,30.3,0.31,0
1/8/2025 11:45,2.14,2.01,3.78,84.2,228,10.58,24.4,0.37,0
1/8/2025 12:00,3.68,1.48,3.48,90.4,231.4,9.58,25.2,1.68,1
1/8/2025 12:15,4.56,1.92,4.36,68.9,226.4,13.51,26,2.13,1
1/8/2025 12:30,0.31,1.91,1.51,92.5,227.5,5.41,33.9,0.71,0
1/8/2025 12:45,2.65,0.3,3.16,77.2,226.1,11.45,33.9,-0.21,0
1/8/2025 13:00,1.93,1.52,3.73,78.2,231.9,10.56,36.5,-0.27,0
1/8/2025 13:15,3.07,1.01,3.81,89.5,226.4,12,28.8,0.26,0
1/8/2025 13:30,1.91,1.3,3.75,91.4,228.2,11.44,31.8,-0.54,0
1/8/2025 13:45,3.25,2,3.63,72.4,236.7,10.69,36,1.63,1
1/8/2025 14:00,2.29,1.14,2.48,64.3,230,7.96,34.9,0.95,0
1/8/2025 14:15,1.11,2.37,5.05,63.4,228.6,15.31,34,-1.57,1
1/8/2025 14:30,3.65,1.17,1.45,55.5,227.7,5.22,34.1,3.38,1
1/8/2025 14:45,2.39,1.68,5.51,78.5,224.3,16.96,37.7,-1.44,1
1/8/2025 15:00,1.62,0.61,4.35,73.5,236,12.76,23.3,-2.12,1
1/8/2025 15:15,3.93,1.55,3.61,84.8,227.5,10.92,29.1,1.87,1
1/8/2025 15:30,3.01,1.56,3.17,73.3,230.6,9.48,35.8,1.4,1
1/8/2025 15:45,2.2,1.49,5.15,77.3,231.3,14.88,43.9,-1.45,1
1/8/2025 16:00,2.77,1.87,0.5,91.8,231.7,5,32.5,4.14,1
1/8/2025 16:15,3.51,1.3,3.18,78,231.3,7.52,27.1,1.63,1
1/8/2025 16:30,3.24,1.93,3.88,66.1,233.5,11.47,27.4,1.3,1
1/8/2025 16:45,3.46,1.33,2.91,76.3,228.7,8.6,29.4,1.89,1
1/8/2025 17:00,2.5,0,1.39,78.1,226.6,5,30,1.11,1
1/8/2025 17:15,4.12,0.92,3.26,75.6,238.6,9.04,32.8,1.78,1
1/8/2025 17:30,1.05,1.94,2.78,72.1,230.5,6.63,34.9,0.21,0
1/8/2025 17:45,1.16,0.52,3.56,71.1,226.5,10.56,41.8,-1.88,1
1/8/2025 18:00,1.3,1.87,3.1,68.7,227.7,9.44,35.4,0.07,0
1/8/2025 18:15,4.11,1.29,2.35,68,233.2,6.36,36.4,3.04,1
1/8/2025 18:30,2.14,0.58,1.74,70.1,232,6.07,25.7,0.98,0
1/8/2025 18:45,2.8,3.08,2.6,72.8,232.7,7.43,26.5,3.27,1
1/8/2025 19:00,2.05,1.11,2.32,67.2,236.5,7.26,34.3,0.85,0
1/8/2025 19:15,0.82,1.85,4.59,91.9,225.6,12.69,32.8,-1.93,1
1/8/2025 19:30,1.98,0.66,3.75,82.8,226.4,12.24,35.8,-1.11,1
1/8/2025 19:45,2.52,0.75,3.65,97.4,229.2,11.27,30.2,-0.38,0
1/8/2025 20:00,3.03,2.16,2.57,71.5,226.9,9.57,29.6,2.63,1
1/8/2025 20:15,3.04,1.23,4.83,68.5,229.8,14,29.1,-0.56,0
1/8/2025 20:30,2.39,2.5,2.29,79.5,231.4,7.59,32.1,2.59,1
1/8/2025 20:45,3.41,1.68,2.36,52.8,235,7.46,35.9,2.72,1
1/8/2025 21:00,2.56,0.77,2.68,75,229.6,8.94,32.3,0.65,0
1/8/2025 21:15,1.94,1.65,2.74,66.6,225.9,9.17,37.4,0.85,0
1/8/2025 21:30,3.23,2.34,2.57,86.1,229.4,7.68,29.2,3,1
1/8/2025 21:45,1.4,1.33,2.73,73,229.6,8.29,27.4,0,0
1/8/2025 22:00,1.84,2.04,5.51,83.2,227.4,19.01,36.2,-1.63,1
1/8/2025 22:15,3.07,2.36,6.55,66.7,232.7,20.05,35.6,-1.12,1
1/8/2025 22:30,3.55,1.12,2.26,68.7,234.9,7.07,34.6,2.41,1
1/8/2025 22:45,3.5,0.55,4.2,89,229.1,12.86,30.5,-0.14,0
1/8/2025 23:00,3.38,1.22,2.98,53.2,230,8.72,29.5,1.62,1
1/8/2025 23:15,2.88,1.95,4.08,74.7,229.4,12.52,29.9,0.75,0
1/8/2025 23:30,2.42,2.39,4.04,75.2,227,11.78,29.8,0.77,0
1/8/2025 23:45,3.38,0.71,3.81,98,224.4,10.46,37,0.28,0
1/9/2025 0:00,2.09,0.74,4.5,83.4,230.1,13.51,36,-1.67,1
1/9/2025 0:15,2.1,0.59,3.02,66.8,228.4,8.7,36.9,-0.33,0
1/9/2025 0:30,1.82,1.53,2.72,55,232.9,7.33,37.1,0.63,0
1/9/2025 0:45,2.71,0.44,2.66,81.8,230.6,7.01,29.9,0.49,0
1/9/2025 1:00,2.85,1.87,1.56,83.8,229.2,5,29.4,3.16,1
1/9/2025 1:15,1.95,0.86,2.04,91.2,225.8,6.75,31.4,0.77,0
1/9/2025 1:30,3.05,2.24,3.67,76,229.4,10.98,25.6,1.62,1
1/9/2025 1:45,0.48,1.28,3.75,83.5,233.3,10.49,32.6,-1.99,1
1/9/2025 2:00,1.96,1,4.11,68.2,230.4,12.56,33.4,-1.16,1
1/9/2025 2:15,1.26,1.47,3.89,65.8,233.4,11.33,30.4,-1.17,1
1/9/2025 2:30,3.22,1.7,4.24,79.8,226.9,13.52,32,0.68,0
1/9/2025 2:45,1.87,1.26,4.88,60.3,233.3,16.09,31.2,-1.76,1
1/9/2025 3:00,0.72,1.6,3.83,78.5,230.8,11.86,36.7,-1.52,1
1/9/2025 3:15,1.98,1.45,2.53,70.8,230.1,6.83,37.6,0.9,0
1/9/2025 3:30,2.17,2.19,2.81,68.5,226.7,9.53,25,1.55,1
1/9/2025 3:45,1.51,2.01,3.54,65.7,230.8,10.05,34.1,-0.02,0
1/9/2025 4:00,3.98,3.03,4.32,62.3,230.8,13.08,31.9,2.69,1
1/9/2025 4:15,2.97,2.13,3.19,57,233.3,7.74,30.5,1.9,1
1/9/2025 4:30,2.45,0.97,4.8,78.6,232.2,13.24,29.3,-1.38,1
1/9/2025 4:45,2.79,0.77,3.68,66.5,230.6,10.78,31.2,-0.11,0
1/9/2025 5:00,4.41,1.59,0.88,82,233.7,5,29,5.12,1
1/9/2025 5:15,3.95,2.95,5.48,67.6,230.6,17.62,33.6,1.42,1
1/9/2025 5:30,1.94,1.6,3.14,79.7,231.3,9.62,35.1,0.4,0
1/9/2025 5:45,0.79,1.29,2.4,73.2,229.7,9.06,31.7,-0.32,0
1/9/2025 6:00,3,1.31,3.1,76.2,227.8,8.95,27.3,1.21,1
1/9/2025 6:15,1.82,0.93,6.11,91.1,232.9,18.86,35.9,-3.36,1
1/9/2025 6:30,1.64,0.84,5.8,85.1,229.7,17.26,37.7,-3.32,1
1/9/2025 6:45,1.66,2.16,2.02,62.5,230.1,7.83,29.9,1.8,1
1/9/2025 7:00,0.89,1.91,2.96,84.8,228,9.33,34.8,-0.16,0
1/9/2025 7:15,1.03,1.73,2.32,72.4,227.9,6.57,31.2,0.44,0
1/9/2025 7:30,3.18,1.84,4.48,68.6,226.6,13.02,35.1,0.53,0
1/9/2025 7:45,3.02,2.05,1.54,67.1,230.1,5.77,33.9,3.54,1
1/9/2025 8:00,2.19,1.84,4.24,64.2,229.2,11.49,30.9,-0.22,0
1/9/2025 8:15,0.68,2.36,2.12,77.5,233,5.93,32.7,0.92,0
1/9/2025 8:30,4.1,3.02,4.17,83.4,231.9,14.32,36.8,2.95,1
1/9/2025 8:45,3.77,0.85,3.29,72.1,228.4,9.13,28.1,1.32,1
1/9/2025 9:00,3.89,1.33,4.49,76.5,235.3,12.87,34.3,0.73,0
1/9/2025 9:15,2.67,2.3,2.92,64.3,227.7,8.5,29.9,2.05,1
1/9/2025 9:30,2.92,2.22,2.25,59.6,226.5,6.17,37.1,2.88,1
1/9/2025 9:45,2.99,2.07,4.69,71.7,226.7,15.88,31.7,0.38,0
1/9/2025 10:00,1.1,0.84,3,82.4,226.6,7.08,36.3,-1.06,1
1/9/2025 10:15,1.03,0.85,2.42,59.6,231.9,5.35,32.3,-0.54,0
1/9/2025 10:30,3.72,1.86,4.31,75,231.6,12.12,33.1,1.27,1
1/9/2025 10:45,0.8,0.66,3.9,78.7,232.1,13.37,36.3,-2.43,1
1/9/2025 11:00,3.33,1.84,3.88,80.5,231.8,12.52,35.1,1.28,1
1/9/2025 11:15,1.16,1.17,3.36,77.1,228.7,10.58,33.2,-1.04,1
1/9/2025 11:30,3.08,3.17,2.48,73.1,233.7,7.32,28.8,3.76,1
1/9/2025 11:45,3.79,0.96,1.86,62.5,230.2,5,25.5,2.89,1
1/9/2025 12:00,1.64,1.36,4.6,68.5,225.6,13.87,31,-1.6,1
1/9/2025 12:15,2.82,1.51,3.73,83,232.7,11.66,28,0.6,0
1/9/2025 12:30,2.28,1.86,4.73,66,231,15.67,32.8,-0.59,0
1/9/2025 12:45,1.96,1.81,2.82,89.8,228,9.45,28.4,0.94,0
1/9/2025 13:00,2.09,1.85,2.9,75.5,224.9,9.46,34.2,1.05,1
1/9/2025 13:15,2.93,0.25,3.76,62,226.4,11.73,31.8,-0.58,0
1/9/2025 13:30,2.22,1.55,3.18,48.8,232.1,9.67,35.5,0.59,0
1/9/2025 13:45,3.61,0.68,3.71,86.2,234,8.84,34.4,0.57,0
1/9/2025 14:00,3.17,2.02,3.82,64,224.4,10.83,36.9,1.36,1
1/9/2025 14:15,1.72,1.62,4.95,69,229.6,14.93,30.3,-1.61,1
1/9/2025 14:30,3.53,1.85,4.34,100,230.9,13.78,37.8,1.04,1
1/9/2025 14:45,2.39,2.01,4.31,73.4,230.7,12.63,26.3,0.1,0
1/9/2025 15:00,1.09,1.88,3.13,73,230.3,11.25,29.6,-0.15,0
1/9/2025 15:15,1.6,0.16,3.54,80.3,233.9,10.68,37.1,-1.78,1
1/9/2025 15:30,1.61,0.89,2.49,59.7,233.5,8.46,38.7,0.02,0
1/9/2025 15:45,1.88,1.93,6.34,59.6,233.1,19.57,30.9,-2.54,1
1/9/2025 16:00,1.62,2.44,1.96,81,229.7,7.41,37.2,2.1,1
1/9/2025 16:15,4.9,1.97,2.96,77.2,221.6,8.84,30.7,3.91,1
1/9/2025 16:30,1.21,0.11,2.9,73.4,227.4,8.95,30.4,-1.58,1
1/9/2025 16:45,2.88,0.45,6.39,89,229.3,19.04,34.6,-3.06,1
1/9/2025 17:00,4.35,0.59,1.75,78.8,234.3,5,30.7,3.19,1
1/9/2025 17:15,1.65,1.92,2.9,84.4,228.9,6.76,29.2,0.67,0
1/9/2025 17:30,2.97,1.8,2.07,73.4,229.7,7.72,34.1,2.7,1
1/9/2025 17:45,2.35,2.09,2.1,59.8,232.9,6.14,34.9,2.34,1
1/9/2025 18:00,3.53,0.52,3.78,74,226.1,11.56,22.3,0.28,0
1/9/2025 18:15,0.51,1.1,2.58,72,226.2,7.43,35.1,-0.97,0
1/9/2025 18:30,4.2,1.5,4.97,96.2,228.2,13.81,36.7,0.73,0
1/9/2025 18:45,1,3.28,1.59,71.1,226.8,5,40.7,2.69,1
1/9/2025 19:00,2.04,1.51,4.15,66.3,229.7,13.05,29.7,-0.61,0
1/9/2025 19:15,1.63,0.99,3.13,80.6,230.5,8.86,36,-0.52,0
1/9/2025 19:30,2.35,0.94,3.25,72.6,232.1,9.71,31.7,0.03,0
1/9/2025 19:45,2.46,1.67,0.98,66,229.2,5,26.2,3.15,1
1/9/2025 20:00,3.84,0,3.98,79.6,227.5,10.26,32.3,-0.14,0
1/9/2025 20:15,1.33,2.51,3.78,73.1,228.4,12.12,24.6,0.06,0
1/9/2025 20:30,1.77,1.92,3.45,58.1,232.4,10.69,28.9,0.24,0
1/9/2025 20:45,2.82,1.58,4.13,74,229.4,11.76,31.4,0.27,0
1/9/2025 21:00,0.76,2.08,3.46,67.4,233.7,9.29,33,-0.61,0
1/9/2025 21:15,2.62,0.91,4.52,62.9,225.4,14.23,35.7,-0.99,0
1/9/2025 21:30,2.77,1.95,4.25,87.4,228,11.51,27.6,0.47,0
1/9/2025 21:45,4.26,2.49,5.12,66.8,233.2,14.28,27.2,1.64,1
1/9/2025 22:00,1.56,1.91,6.19,73.1,229.3,16.83,35.9,-2.73,1
1/9/2025 22:15,2.66,2.23,1.02,72.6,225.6,5,37.4,3.87,1
1/9/2025 22:30,2.9,1.63,3.08,76,228.1,8.88,34.7,1.45,1
1/9/2025 22:45,2.71,1.69,4.76,70.9,228,14.15,31.8,-0.36,0
1/9/2025 23:00,4.21,2.05,3.35,79.8,223.5,10.34,32,2.91,1
1/9/2025 23:15,3.23,2.15,2.58,67.7,231.6,7.38,38.9,2.79,1
1/9/2025 23:30,2.84,2.18,4.83,59.3,229.1,13.92,29,0.2,0
1/9/2025 23:45,1.91,2.54,2.5,81.8,226.3,7.95,34.8,1.95,1
1/10/2025 0:00,4.08,2.15,4.85,87.5,226.6,12.22,34.2,1.38,1
1/10/2025 0:15,3.29,0,3.07,63.2,228.1,10.72,35.3,0.22,0
1/10/2025 0:30,3.14,1.73,4.51,76.4,227.5,13.16,29.8,0.36,0
1/10/2025 0:45,3.74,0.58,3.51,69.6,228.8,13.17,30.2,0.82,0
1/10/2025 1:00,4.62,1.07,3.94,66.4,225.6,11.93,35.3,1.75,1
1/10/2025 1:15,1.13,2.38,4.16,78.4,228.9,11.87,32.8,-0.65,0
1/10/2025 1:30,3.58,1.47,3.32,64.9,232.4,9.21,37.2,1.73,1
1/10/2025 1:45,2.67,1.55,1.42,84.8,225.9,5.04,30.3,2.8,1
1/10/2025 2:00,5,1.28,1.25,59.5,230.7,5,31.4,5.03,1
1/10/2025 2:15,3.07,1.57,2.71,83.6,231.3,7.11,30.2,1.94,1
1/10/2025 2:30,2.61,2.26,1.83,61.7,229.7,6.34,27.9,3.03,1
1/10/2025 2:45,3.4,1.65,2.49,55,232.3,8.52,27.3,2.56,1
1/10/2025 3:00,2.94,2.23,5.2,80.6,231,16.48,32.1,-0.03,0
1/10/2025 3:15,2.57,1.88,3.82,71.9,224.5,12.05,42.7,0.64,0
1/10/2025 3:30,3.33,0.2,3.55,91.7,226.9,11.29,25.2,-0.02,0
1/10/2025 3:45,1.95,1.47,4.64,67.9,229.8,15.65,35.6,-1.23,1
1/10/2025 4:00,3.66,1.21,3.93,77.9,228.6,11.75,29.4,0.94,0
1/10/2025 4:15,3.39,1.81,2.09,81.5,231.2,6.26,26.5,3.11,1
1/10/2025 4:30,2.13,1.92,3.38,82.1,233.6,10.97,28.9,0.67,0
1/10/2025 4:45,0.68,0.81,6.05,61.9,232.2,17.61,37.3,-4.56,1
1/10/2025 5:00,5,0.07,2.57,69.9,226.2,7.18,29.9,2.49,1
1/10/2025 5:15,3.54,2.88,3.94,65.5,230.4,11.5,32.1,2.48,1
1/10/2025 5:30,1.26,1.35,3.58,83,227.3,10.92,30.6,-0.97,0
1/10/2025 5:45,2.33,1.21,3.24,62,236.1,9.81,32.3,0.3,0
1/10/2025 6:00,2.22,1.49,5.08,81.1,229.3,14.91,32.7,-1.38,1
1/10/2025 6:15,4.04,1.29,4.79,81.4,228.5,14.06,33.9,0.54,0
1/10/2025 6:30,0.8,2.14,5.04,77.4,229.8,14.71,32.9,-2.11,1
1/10/2025 6:45,0.41,1.05,2.84,61.6,223.8,9.02,37.1,-1.38,1
1/10/2025 7:00,3.32,1.59,3.93,75.3,232.6,13.02,33.6,0.98,0
1/10/2025 7:15,2.73,0.88,4.04,75,231.6,12.18,31.4,-0.43,0
1/10/2025 7:30,3.24,2.01,3.03,81.5,227.4,7.88,37.6,2.22,1
1/10/2025 7:45,1.8,1.91,5.88,64.5,231.7,16.76,29.1,-2.16,1
1/10/2025 8:00,2.35,0.92,3.28,71.5,228.6,7.5,30.8,-0.01,0
1/10/2025 8:15,2.27,0.47,3.17,88,228.5,10.35,26.4,-0.42,0
1/10/2025 8:30,1.72,1.32,1.8,78,227.9,5.89,32.7,1.23,1
1/10/2025 8:45,3.19,1.79,3.11,83.5,233.2,10.56,39,1.87,1
1/10/2025 9:00,4.01,1.98,2.36,60.6,228.8,6.48,41.3,3.63,1
1/10/2025 9:15,2.31,0.78,4.77,70.9,232.3,14.34,34.7,-1.68,1
1/10/2025 9:30,3.37,1.45,2,88.2,229.4,5,36.9,2.82,1
1/10/2025 9:45,1.91,2.08,2.71,78,230.2,9.6,31.5,1.28,1
1/10/2025 10:00,1.98,2.04,6.51,84.7,231.5,18.85,24.7,-2.49,1
1/10/2025 10:15,2.58,0.97,4.59,77.8,231.5,11.98,36.4,-1.03,1
1/10/2025 10:30,0.63,2.29,2.38,71.6,231.7,7.17,31.9,0.54,0
1/10/2025 10:45,3.76,2.22,2.76,71.3,226.6,8.6,39,3.23,1
1/10/2025 11:00,1.64,1.17,3.46,77.3,228.4,10.83,30.8,-0.66,0
1/10/2025 11:15,3.73,2.22,4.19,69.8,232.5,11.54,28.5,1.76,1
1/10/2025 11:30,2.6,0.97,4.61,74.7,231.2,14.53,39.3,-1.04,1
1/10/2025 11:45,1.54,1.18,1.88,86.8,233,6,33.4,0.84,0
1/10/2025 12:00,1.68,1.28,3.45,58.7,230.7,9.61,31.3,-0.48,0
1/10/2025 12:15,3.7,1,3.62,83.7,230.6,12.24,30.8,1.07,1
1/10/2025 12:30,1.67,1.62,3.71,64.2,230,8.53,31,-0.42,0
1/10/2025 12:45,2.7,0.78,2.38,74.5,233.3,7.72,35,1.1,1
1/10/2025 13:00,3.17,1.22,4.6,82.7,229.3,13.02,32.1,-0.21,0
1/10/2025 13:15,2.35,1.17,2.09,77.4,230.8,5.88,35.2,1.43,1
1/10/2025 13:30,1.85,2.76,3.63,78,231.3,10.96,38,0.99,0
1/10/2025 13:45,1.85,2.03,1.81,63.1,228.9,5,32.2,2.07,1
1/10/2025 14:00,2.34,1.56,4.68,100,229.2,13.48,34,-0.77,0
1/10/2025 14:15,1.37,1.5,2.08,68.8,231.1,7.34,25.9,0.78,0
1/10/2025 14:30,2.2,2.16,2.69,70.6,228.1,7.48,25.1,1.67,1
1/10/2025 14:45,1.26,1.38,4.51,65.3,227.1,13.16,28,-1.87,1
1/10/2025 15:00,4.11,1.72,3.16,64.4,224.4,10.14,27.9,2.67,1
1/10/2025 15:15,3.89,1.76,1.4,70.3,230.6,5,35.1,4.25,1
1/10/2025 15:30,2.97,0.8,3.7,61.3,228.6,11.58,28.7,0.08,0
1/10/2025 15:45,2.16,1.68,3.42,75.2,229,9.19,25.7,0.42,0
1/10/2025 16:00,1.89,1.89,2.84,92.6,229.3,7.51,32.7,0.94,0
1/10/2025 16:15,1.37,1.26,4.47,83.7,231.8,13.67,27.2,-1.85,1
1/10/2025 16:30,2.41,1.62,4.48,66,226.9,12.73,31.2,-0.45,0
1/10/2025 16:45,1.8,1.88,1.09,84.6,232.8,5,23,2.58,1
1/10/2025 17:00,1.76,0.7,2.9,74.9,223,8.06,40.6,-0.44,0
1/10/2025 17:15,2.75,1.35,4.17,68.9,231,10.62,30.5,-0.07,0
1/10/2025 17:30,2.71,2.05,2.92,85,227.5,9.03,40.1,1.84,1
1/10/2025 17:45,4.29,1.62,2.83,80.9,225.5,6.66,31.8,3.08,1
